,business_id,name,address,city,postal_code,latitude,longitude,stars,tips,cusines
30548,ep1TKJkKM7TH3xicC6j6uw,Fremont Ridge Inn,5103 NE Fremont St,Portland,97213,45.5484231,-122.6100606,3.5,,American (New)
30600,7j2ENXLI1aCH2LEg2IhGJw,Portland Sports Bar and Grill,"1811 SW River Dr, Ste 200",Portland,97201,45.5090853709,-122.6735617989,3.5,Great gyro and fries! Awesome location!,American (Traditional)
30614,SIoFr1NZHvi7miJVfNev9Q,Kinara Thai,1126 SW 18th Ave,Portland,97205,45.5188947,-122.6920719,4.0,Great tasting food. Cozy location. Very good service.,Thai
30814,0QOQ_4Y-udB0RENnuhUJTg,Thai Terrace,902 N Killingsworth St,Portland,97217,45.5626172,-122.6761541,3.5,,Thai
30885,SsxQAcZ7SMcUaor0PJEuhg,Iconic,2226 NE Broadway,Portland,97232,45.5349973,-122.6427284,4.0,,American (New)
30893,GGjdZDWSBRayf3WW7fszEA,China Bay Restaurant & Lounge,13281 SW Canyon Rd,Beaverton,97005,45.4886308,-122.8132707,3.0,,Chinese
30912,qleF7_dURx4I9Wyyu3W3tg,Ram Big Horn Brewery,320 Oswego Pointe Dr,Lake Oswego,97034,45.4178703,-122.6585315,2.0,,American (Traditional)
30923,xbTkgXyownGecu-TQxnR-A,The Lamp,"3023 SE Milwaukie Ave, OPEN ONLY ON SHOW DAYS @ THE ALADDIN THEATER",Portland,97202,45.5007449,-122.6545463,4.0,,Mediterranean
30939,6_Ae-u7e08IBmrI9IUNT7g,Rua,,Portland,97232,45.5212102,-122.6809134,3.5,,Vietnamese
30988,xcLuF0F-zoQwWDKpQv8vyw,Mazatlan Mexican Restaurant,2050 Sw Morrison St,Portland,97205,45.5228101,-122.6936328,3.0,,Mexican
30993,w_PKWoP1I5DeCHxEOL8iuw,Pacific Breeze,11525 SW Durham Rd,Tigard,97224,45.4051624873,-122.7951500547,4.0,,Thai
30995,rmm9_7zPDrR3kHxmdELH1A,The Taco House Original,3211 NE 82nd Ave,Portland,97220,45.5455173,-122.5792493,2.0,,Mexican
31049,-zn-lSmCS8A81TafzPFlhQ,Grapevine Restaurant,11525 SW Barnes Rd,Portland,97225,45.5170153,-122.7953047,3.0,,American (New)
31050,IFPmBTf8Bw6n4RyV9y8THg,Scout Beer,1516 SE 10th Ave,Portland,97214,45.5119866,-122.6555017,4.0,,American (New)
31061,cHNw64UPDVwTuMofcCsFzQ,Momiji Sushi Restaurant,8250 SW Barbur Blvd,Portland,97219,45.4652417,-122.6979699,4.0,Tasted fresh!,Japanese
31146,bhfzhAnhEbE5ro6aNre8xw,Pollo Norte,2935 NE Glisan,Portland,97232,45.5267689,-122.6351449,4.0,Always ask for extra tortillas!,Mexican
31148,Vj4v_eKUZqD9gHBhMlQDMA,Sila Thai Eatery,2730 N Killingsworth,Portland,97217,45.5624451,-122.6952494,3.5,,Thai
31158,Nqy2tJV3AGqW9Uil-mzhGA,Khao San Pearl,"1435 NW Flanders St, Ste A",Portland,97209,45.5258341,-122.6860839,4.0,"There is a tuktuk inside the restaurant and you can eat inside the tuktuk on a first-come, first-served basis.",Thai
31246,N9R_-doLaCivKmAEACtSEg,Tehuana Oaxacan Cuisine,1331 N Killingsworth St,Portland,97217,45.5628553,-122.6809901,5.0,Everything is so good! They're super fast too. Shrimp tacos are our favorite thing.,Mexican
31254,RF3nrl8XfAp1LtXCrn74XA,Thai Nine,108 SW Pine St,Portland,97204,45.5209573,-122.6722422,4.5,This restaurant is now called Buranko. Different menu and atmosphere just same address.,Thai
31288,DAJmECSYXazz49LRYYoNrw,Nob Hill Food Carts,1845 NW 23rd Pl,Portland,97210,45.5362680947,-122.6998748868,4.5,,Japanese
31298,Iy0T3APXjj24vfHD0lyZGQ,Chipotle Mexican Grill,1948 SW Broadway,Portland,97201,45.5097999,-122.6845886,3.0,Stop charging for guacamole you stingy wankers,Mexican
31303,sr8kHKKlrwyKZhCX3xPc7A,Panaderia Cinco De Mayo,17419 SE McLoughlin Blvd,Portland,97267,45.3962805,-122.6177853,4.0,,Mexican
31413,75KateTUjJazpEVGcNcHJQ,Super Burrito Express,9019 N Lombard St,Portland,97203,45.5926822,-122.7569708,3.5,Love it!,Mexican
31456,YVWKroWxha3LATGB2JvO3g,Hidden Bay Cafe,515 NE Tomahawk Island Dr,Portland,97217,45.6052759,-122.6584523,3.5,Stuff was very rude. Don't have desire to come back.,American (Traditional)
31483,XXdWew_co85hzXncrsNxiA,Aybla Grill,SE 28th & SE Division,Portland,97202,45.50481,-122.63669,4.0,,Mediterranean
31524,eaot-BCBn2SVgdxyATckVg,Jo Bar & Rotisserie,715 NW 23rd Ave,Portland,97210,45.5279447,-122.6987334,4.0,,American (New)
31556,byi3QtpZ_A_dPMNQhE2vAw,Nuevo Mexico,N Mississippi Ave & N Skidmore St,Portland,97217,45.5546176,-122.6755129,3.5,,Mexican
31557,KydCUySLrmwF2yZDH6_dAg,Siri Thai,5234 SE Powell Blvd,Portland,97206,45.4972656,-122.6082633,4.5,"Best curry in SE, maybe all of portland.",Thai
31573,HkadlOCzd7LxcaEohvfl9A,Big's Chicken,4570 SW Watson Ave,Beaverton,97005,45.4866615,-122.8058581,4.0,One of the best chicken places in the entire metro area! A must try if you have not,American (Traditional)
31684,5ppIw70QFy6RVmpyiyI_0Q,Ploy Thai,SW 5th Ave & SW Oak St,Portland,97204,45.5214517,-122.6760663,4.5,,Thai
31721,SemS2JRwnjQwtJkDW1WzqQ,Guicho's Mexican Restaurant,6159 SW Murray Blvd,Beaverton,97007,45.4754409,-122.826928,3.5,,Mexican
31734,dzQQPwHuS1DU7hmwDoWwiA,Thai Eastern Cusina,SW 3rd Ave & SW Washington St,Portland,97204,45.5195838,-122.6748057,2.0,,Thai
31800,aF6KrA7hXf7xGIs0bGlBPw,Pok Pok Wing,3120 SE Milwaukie Ave,Portland,97202,45.5004295392,-122.6540160028,3.5,Awesome,Vietnamese
31816,9LdZRadOxNbKs-5-DVEUXA,Ole Ole,2137 E Burnside St,Portland,97214,45.5231822,-122.6437529,4.0,Fabulous food!,Mexican
31917,XDE4V1lWYzrBe92B9FRoDg,Canton Grill,2610 SE 82nd Ave,Portland,97266,45.5041785,-122.5783508,3.0,Service was excellent and staff was friendly. Food was good,American (Traditional)
32069,ENwBByjpoa5Gg7tKgxqwLg,Javier's Taco Shop,121 N Lombard,Portland,97217,45.5774677,-122.6680447,3.0,This place is awesome and 24 hours!,Mexican
32098,sx6iSaRiMSWtIStL1VYWcA,Emanon Cafe,1000 NW 17th Ave,Portland,97209,45.5301251,-122.6883001,3.5,,American (New)
32154,_6Dz0BcV67fPiboqqPNvMQ,Walter Mitty's,11830 Kerr Pkwy,Lake Oswego,97035,45.4400797715,-122.7262115479,3.5,,American (New)
32179,A91G1wtVXpRqxaNB8fHLfw,Szechuan Restaurant,8343 SW Barbur Blvd,Portland,97219,45.4646048,-122.6999787,3.5,,Chinese
32202,v80iG8MI9CuvOGNXyKrhPQ,Hooters,11875 N Jantzen Beach,Portland,97217,45.6093239086,-122.6797805056,3.0,Sheri - the server. Horrible service!!,American (Traditional)
32223,tyvd4F5V3_LAsDY5DZ507w,Bentoz Teriyaki,9107 SW Barbur Blvd,Portland,97219,45.459372,-122.7094143,4.0,"Fast, don't mess up my orders. Really good spicy chicken and yakiaoba",Japanese
32323,vktOYKZfkV9h9zaxdIQfVg,Mummy's,622 SW Columbia St,Portland,97201,45.5143583,-122.6819046,3.0,Hole in the wall,American (Traditional)
32359,jcH6v_lmhGirWYP64I24eg,Bird + Bear,2801 SE Holgate Blvd,Portland,97202,45.4905331,-122.6373884,4.0,"Fast and friendly service. 

Chicken parm was good.",American (Traditional)
32505,BAWOIYmeMaZKhDeThDwS0A,Thai Basil,SW 2nd & Oak,Portland,97255,45.5206514,-122.6731246,3.0,,Thai
32549,elnr4-gJwYfUhc8SZLr1hA,Urban Fondue,2114 NW Glisan St,Portland,97210,45.526194,-122.694844,4.0,AMAZING!!! The dinner service food 10/10 would recommend!,American (New)
32631,tbJ5c8LsnT6jIE_dkpIT6Q,Local 66 Bar and Grill,6618 SE Powell Blvd,Portland,97206,45.49724,-122.5950529,4.5,Absolutely one of the best places for amazingly good food and drinks,American (Traditional)
32685,UH0KxI2ySS5iRHt1kEz-KQ,La Bonita,2839 NE Alberta St,Portland,97211,45.5591652,-122.6360591,4.0,Best breakfast burritos!!! Fresh & yummy,Mexican
32718,Uo-eT1lomU6FoJBiuXEVaw,Goose Hollow Inn,1927 SW Jefferson St,Portland,97201,45.518256,-122.693835,4.0,I love everything about Goose Hollow Inn!!,American (Traditional)
32750,zYn0jFP6tidoGrXgjhU0uQ,TAM,8235 SE 13th Ave,Portland,97202,45.4630383719,-122.6534231007,4.5,,Chinese
32764,mHhD2ICjrZvJ3bab1PwEzw,Thai PK Restaurant,6141 SW Macadam Ave,Portland,97239,45.478836,-122.673238,4.0,Wonderfully delicious and with such a fast delivery!,Thai
32774,1GvvpiPNaS-oSAo14g124w,Double Pepper,13816 NE Sandy Blvd,Portland,97230,45.553744,-122.520609,3.5,The owner refuses to accept their Yelp check-in offer.,Chinese
32811,OK_LfUoKpGZx6AksGPbotw,Gubanc's Pub,16008 Boones Ferry Rd,Lake Oswego,97035,45.4096005,-122.7202091,3.5,"Atmosphere is cozy, drinks were great! Food was okay. I would go back for sure",American (Traditional)
32826,aKr8OSB9B6MnKkVOGFneig,Mandi House,11535 SW Pacific Hwy,Tigard,97223,45.4416361,-122.7489133,3.5,,American (New)
32861,Tf7USKC41mEp7J7IhsiUjw,Mike's Drive-In,1707 SE Tenino St,Portland,97202,45.463893,-122.646822,4.0,,American (Traditional)
32867,TsSTWVT5plpFqjpW6oKtGg,Sel Gris,1852 SE Hawthorne Blvd,Portland,97214,45.5120873,-122.6463778,4.0,,American (New)
32895,5cMJPLuVdDpWbMURi7wg7w,Vietnamese Banh-mi Sandwich Cart,SW 4th & College St,Portland,97201,45.5092013,-122.681601,3.5,,Vietnamese
32946,VLAtdvpbNptuvz0dH0kwMQ,Bistro Asian,1900 NW 27th Ave,Portland,97210,45.536154,-122.7066736,3.0,,Japanese
33101,zmiVoJuRBYiZGWAgeUOIUw,Nob Hill Bar & Grill,937 NW 23rd Ave,Portland,97210,45.5297025514,-122.698749632,3.5,,American (Traditional)
33149,cPaIiiyYTkkJK8YOIXudtw,Waters Bar and Grille,7900 NE 82nd Ave,Portland,97220,45.579806,-122.572145,4.5,,American (Traditional)
33152,LUAXB4wllUFcHbp_ZbAN8w,Juan Colorado,12272 SW Scholls Ferry Rd,Beaverton,97005,45.4429493,-122.8033393,3.0,,Mexican
33161,15hXAJdSFKTuAkzmsfmHLQ,Lot Four Urban Eatery,1150 NW 9th Ave,Portland,97209,45.5311800217,-122.6802584632,3.5,,American (New)
33256,03kruYCXHxj097eicu-3Cw,Nacheaux,8145 SE 82nd Ave,Portland,97266,45.4636025,-122.5796078,5.0,,Mexican
33305,AHv9h6vrB4LcSKtmSL68IQ,Shine Distillery & Grill,4232 N Williams Ave,Portland,97217,45.5544197,-122.6663494,4.5,They do classic martinis!,American (Traditional)
33309,UZ_-r0COZpbdJU8tot2bqg,Garden Bar by Evergreens,2045 SE Division St,Portland,97202,45.5050919,-122.6445852,4.0,Always the best customer service!,Mediterranean
33310,qEJGykxRsiBn_2DXfUREFw,White Owl Social Club,1305 SE 8th Ave,Portland,97214,45.5134587,-122.657946,3.0,Airport prices for airport quality food and drinks. Nice outside patio.,American (New)
33332,-F6NlEBUUf5PznCycJcOVg,Buddies Sports Bar & Grill,18520 SW Farmington Rd,Beaverton,97007,45.4746243,-122.8678414,4.0,Service is out of this world!  Food is great.,American (Traditional)
33342,woE5aPi0VF0_tnGp3zfIMg,Bun Bo Hue Dong Ba 3,3246 NE 82nd Ave,Portland,97220,45.546172,-122.5785382,4.0,,Vietnamese
33405,h8sDU3XI_-i4hmKSszhQSQ,Subway,"15983 SW 72nd Ave, Bldg A",Tigard,97224,45.4043979,-122.7497614,3.0,,American (Traditional)
33466,CQxWir5pf19BTtA6C1_35A,Oda Ramen,3807 N Mississippi Ave,Portland,97227,45.5503135,-122.675782,4.0,,Japanese
33515,dBWSEMJgogPWe95lktcINg,Sky Kitchen,1533 NE Alberta St,Portland,97211,45.5592787278,-122.6491657645,4.5,,Thai
33548,tVYlrEWkluEe-XJ-aWRj6Q,Tong Thai Restaurant,"11705 SW Pacific Hwy, Ste C",Tigard,97223,45.4368612577,-122.7585311727,4.0,Got take out from here. Portions were generous and food was great!,Thai
33571,__CskSr6YIhxxZYt9445Fg,Bradley's Bar & Grill,11995 N Center Ave,Portland,97217,45.60992,-122.6807574,3.0,,American (Traditional)
33596,vvHgG2YRlPkwK7hLzkcglg,Medi Grill,2307 Lloyd Ctr,Portland,97232,45.5316594,-122.6545964,4.0,,Mediterranean
33600,-KlfF_le09S_FP2QhLmS6g,Emily's Teriyaki and Pho,6036 SE Division St,Portland,97206,45.5052914501,-122.6007416102,3.5,,Vietnamese
33626,0ZRpi6S6ogby5IALbpZVBg,Ruth's Chris Steak House,850 SW Broadway,Portland,97205,45.5181174367,-122.680084,4.0,Greedy and evil. Never again. Return the $20 million you took from us.,American (Traditional)
33661,scKXS6WBzHtYVy0DIAlCFw,Hung Far Low,2410 SE 82nd Ave,Portland,97216,45.5051002502,-122.5782928467,2.5,,Chinese
33678,BoNLZetAlzpkTUjxyRhIIw,Pokeritto,661 SE Belmont St,Portland,97214,45.5165995,-122.6591244,4.5,Delicious and affordable burritos! Crunchy is my favorite.,Japanese
33685,J_zVs3IL60sa7zGaOGDwoQ,Mi Mero Mole,32 NW 5th Ave,Portland,97209,45.5236601,-122.6751497,4.0,Shit food Taco Bell is more Mexican then this shit hole,Mexican
33725,rkHXp_-xrYzNJ_vjCJABqA,Marketplace Cafe,9700 SW Washington Square Rd,Tigard,97223,45.4509128,-122.7812834,4.0,,American (New)
33824,mJa3aAdtFbSz7XRyq7IfHw,Pepino's Mexican Grill - Portland,3832 SE Hawthorne Blvd,Portland,97214,45.5118732,-122.623704,3.5,Me encanta Pepino's por su comida y su trato asía alas personas mi comida favorita,Mexican
33851,6a9e3SVhp1H818UGpwOvGw,Chiang Mai,3145 SE Hawthorne Blvd,Portland,97214,45.5122323,-122.6328667,4.0,,Thai
33912,hqLo_9L-FUJZa4z6uqdP7g,Rocio's,2850 SE Gladstone St,Portland,97202,45.493189,-122.6363311,4.0,Friendly service and delicious food. Glad to have found this spot!,Mexican
33998,ExL3_Nd1FVOUjS7wZNOzbw,Egyptian Bros,113 SE 28th Ave,Portland,97214,45.521791,-122.6375755,4.5,Delicious. Love the chicken shawarma,Mediterranean
34009,9UU_z68vovCvs2OERu6BKg,Aprisa Mexican Cuisine,2311 SE 8th Ave,Portland,97214,45.506254,-122.657987,4.0,Best breakfast burrito in the universe!,Mexican
34015,bs8UXXkOkNOk-u_fLx-7dA,Yuki Japanese Restaurant,1337 NE Broadway St,Portland,97232,45.5351449,-122.6516198,3.5,,Japanese
34023,7ir-1UF86euZr77zgwgDPg,The Roxy,1121 SW Stark St,Portland,97205,45.522538,-122.682636,3.5,Horrible service. The food isn't bad though.,American (Traditional)
34051,WNYBC_hcwSI0ct-kQAYyMQ,Gastro Mania,7850 SW Capitol Hwy,Portland,97219,45.46763,-122.71382,3.5,,Mediterranean
34074,IbgHsdQJEDugZgdbNnTdvQ,Gyro Town,8245 SE Division St,Portland,97266,45.5049183,-122.5777692,4.0,,Mediterranean
34076,d69y3CN9_SQKrEnXXqQr8g,King Burrito Mexican Food,2924 N Lombard St,Portland,97217,45.5769598,-122.6970866,4.0,Great chicken burrito,Mexican
34101,6lzt34EXu9gR8T50ljhnrA,Holdfast Dining,2131 SE 11th Ave,Portland,97214,45.521794602,-122.6599325231,4.5,"Sadly, they have closed their doors permanently.",American (New)
34128,nVrdqYAJZLyihdnJ-XlEtA,Pica Pica Grill,438 SE Martin Luther King Jr Blvd,Portland,97214,45.5196185,-122.6614829,4.0,,Mexican
34142,PwE8xaEksJPr5kCXW4lPBA,Alexandria Mediterranean Cuisine,420 SW College St,Portland,97201,45.5092094,-122.682232,4.0,,Mediterranean
34339,oWhNifSWIfFEa0uaakj92w,Thai Hi 5 Restaurant,12406 SW Broadway St,Beaverton,97005,45.4873353,-122.8040979,4.0,,Thai
34381,FBQp3R_PQIM9eGnkqzmlOw,Tasty n Alder,580 SW 12th Ave,Portland,97205,45.5213406,-122.6834773,4.5,Very good food and service but it can be hard to get in!,American (New)
34454,TTCELxCaoTeJrO4Ck6VSNA,Thai Lahnna,7937 SE 13th Ave,Portland,97202,45.4666192,-122.6532237,3.5,,Thai
34485,R3Raz3flSt8ITe-OZm0YeQ,Kesone,8145 SE 82nd Ave,Portland,97266,45.4636025,-122.5796078,3.5,"Terrible service, expensive and small portions.",Thai
34498,ycblAFAoRmXNIXDuUCOaEg,Com Tam Sai Gon,8435 SE Powell Blvd,Portland,97266,45.4976815,-122.5758198,3.0,,Thai
34570,OrBX9I8-QxIvaHG4euw4cQ,Honey Jar Cafe,13810 NE Sandy Blvd,Portland,97230,45.5538307053,-122.5205605069,4.0,Should change your sign.,Thai
34617,WWlkufMDXMmgOjnD_s1Wfg,The Matador,2424 E Burnside St,Portland,97214,45.5226289,-122.6408777,3.5,Slow asssss service ... came in on. Saturday night and service was externally slow !,Mexican
34643,q9STgjGYWC9QVO5YR4x2Hg,The Red Fig,4537 NE Fremont St,Portland,97213,45.5484433,-122.6163484,4.0,,American (New)
34687,ISPiLbKxp9XXRArq8IgBAQ,El Pueblo,18901 E Burnside,Portland,97233,45.5200907,-122.4686892,2.5,,Mexican
34828,psqZvk0lyOtEnq5KptF_VQ,Sunny's Diner,9993 SE 82nd Ave,Portland,97222,45.450946952,-122.5793891028,4.0,Great food and service. Will definitely go back.,American (Traditional)
34904,PyAa51tNvFG5pNBKLATAeQ,Spud Locker,SW 2nd and Stark,Portland,97204,45.5199941,-122.6734836,3.5,,American (Traditional)
34957,bg1MpNS2occNxzf1d2XFSw,Charley's Restaurant & Bar,435 NE Wasco St,Portland,97232,45.5325776,-122.661142,3.0,,American (New)
34989,qYSb2KkBYjJyTTIdhiXbFA,Skin & Bones American Bistro,5425 E Burnside St,Portland,97215,45.5229038,-122.6078135,4.0,,American (New)
35113,TiBodtlOdiwALvmhWfLNSA,Lin's China Jade,4050 SW Cedar Hills Blvd,Beaverton,97005,45.4905759,-122.8102306,3.5,We love all the food here. It's been a family favorite for 20+ years.,Chinese
35179,IVv9n57Tbmf4kSgIWZUhKg,Creepy's,627 SE Morrison St,Portland,97214,45.5173439098,-122.6590959728,4.0,Loved that shit,American (Traditional)
35263,Zl6SUy6x9jqjRu2HbtEO6A,Split Dine and Drink,7335 SW Bridgeport Rd,Tigard,97224,45.3944573,-122.7525349,2.0,,American (Traditional)
